,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
45,45,5.010379132949087,3.2875079110772023,1.7641982543199668,0.30530728720335804,Iris-setosa
46,46,4.992105274411863,2.9111861886568895,2.90090730831591,0.8345768260961353,Iris-setosa
47,47,5.285946089918811,3.6912233945358026,1.3729936013701758,1.2368977794773877,Iris-setosa
48,48,5.770144357751401,2.527022224603229,4.8149226780833185,1.553796156459485,Iris-versicolor
49,49,5.225928340400403,2.3844825455309535,5.164588712512508,2.0209875318098125,Iris-versicolor
50,50,5.031095643492771,3.098474296844231,1.5509966242767237,0.482914079657514,Iris-setosa
51,51,5.460020975547001,2.8683007163252183,3.0523227109053463,2.1414138317371614,Iris-virginica
52,52,5.605499160976908,3.497332925278293,1.5396274024026453,0.10968873353968993,Iris-setosa
53,53,5.739340712468161,2.8162269156289264,3.053969076254164,1.5962780004855142,Iris-virginica
54,54,5.0093048193169984,3.1760787036539315,3.7888617223554193,2.3236981410052895,Iris-setosa
55,55,6.253440989020506,3.1679283784443677,4.9387740047094555,2.048596388290208,Iris-virginica
56,56,5.52537666330761,3.339322907521106,4.48408893121823,2.1404664810200598,Iris-virginica
57,57,7.796611376717507,3.1727727756814663,6.755396000162309,2.498936623743361,Iris-virginica
58,58,5.168676932398244,3.3721211353848264,1.818088460465706,0.4057553250415573,Iris-setosa
59,59,6.274384579737962,3.259285400740338,5.04566835174468,1.2413262789528419,Iris-versicolor
60,60,5.459310771349396,3.7984542840966617,3.0228223922835373,0.45832331782926694,Iris-setosa
61,61,5.3486844127274935,2.024870975600533,3.8599465951510163,0.6770193991701132,Iris-versicolor
62,62,6.751082667394985,2.9026587824005237,5.050757022228803,1.6223936699373855,Iris-versicolor
63,63,4.674910762777815,3.603073474035843,1.226664672285342,0.49877724025555525,Iris-setosa
64,64,5.941408028862005,2.6882803657871728,6.222861042963451,1.9944968942002057,Iris-versicolor
65,65,6.436692840372145,2.5769053441480385,5.8717859470093545,2.2463364892418305,Iris-virginica
66,66,5.433475378651662,2.4392436891831606,6.089887199022075,2.1829639345091993,Iris-virginica
67,67,5.0714306041661095,3.3577876969880363,2.0253050397546923,0.2800263383113155,Iris-setosa
68,68,4.644294801022929,3.1622063781277436,1.5866893931181145,0.18906877396996968,Iris-setosa
69,69,4.576170076455136,3.02260702781022,1.0842510564488506,0.33394896135495933,Iris-setosa
70,70,4.777353709358713,2.8199008820259803,2.026166863482221,0.6479385540067716,Iris-setosa
71,71,5.938471890619455,3.5176881059395444,4.156382301989654,1.0461810902186386,Iris-virginica
72,72,6.091810384701528,2.506611582339096,5.536965414556862,0.3455992182217482,Iris-virginica
73,73,4.74359772756483,2.734467704903889,1.1848209356867718,0.26409854616975864,Iris-versicolor
74,74,4.4751082300445395,2.3793782115116286,2.8614581209479413,1.0006215931724078,Iris-versicolor
75,75,4.749134503414655,3.4114349302679603,2.60574526364618,0.5297532677081583,Iris-setosa
76,76,6.0398247763100485,2.568329536020343,5.224694897425221,1.4268273213217695,Iris-virginica
77,77,6.207117565896895,2.7784093724376047,5.9310893765399735,0.5044547938061809,Iris-virginica
78,78,6.414916250024247,3.4056736944503383,3.4213101661316556,1.2040648652137882,Iris-virginica
79,79,4.569536552857649,3.4202494831526256,1.1612583949710107,0.107104184278807,Iris-setosa
80,80,6.331255326473901,3.024109650453207,3.9155237775930685,2.3059168098031138,Iris-virginica
81,81,7.070095522793802,2.717481137995088,5.889062916205078,2.2821901412066032,Iris-virginica
82,82,5.537619792857699,3.6730088877416445,2.6860546678558253,0.8730769509005812,Iris-setosa
83,83,5.131222240851446,4.378638249435437,1.0928425916338083,0.17197985952132241,Iris-setosa
84,84,6.048491722206293,3.0603220570108483,3.9631700205195535,0.7800244945164287,Iris-virginica
85,85,7.744766871426914,3.1867584674574,6.840036105311175,2.498281678737381,Iris-virginica
86,86,5.337294785787421,2.1288560886247407,4.238414998938279,1.7489241266865505,Iris-versicolor
87,87,4.911766205052837,3.2713443872052053,1.6298411184539734,0.11451714851213654,Iris-setosa
88,88,6.749712536849936,3.328430098267,4.222316106052778,2.3328399917374485,Iris-versicolor
89,89,6.9866264136405265,3.2445040226099446,6.377767084404224,1.1894020803567915,Iris-virginica
90,90,6.041043556950656,3.083840099478567,5.729559382267888,1.9858093833657433,Iris-virginica
91,91,7.25940482138705,3.490829456853043,4.588509176212119,2.019838093831387,Iris-virginica
92,92,7.763369997335796,3.1589315170784396,6.413512214102728,2.3096068648472126,Iris-virginica
93,93,5.776413540573762,2.9138999522553632,1.9793531330895044,1.0477294645206123,Iris-setosa
94,94,5.321068387743918,3.443177703382039,1.7887450764995747,1.955445337423286,Iris-setosa
95,95,5.821843473990919,3.136605654102191,2.683918482597511,0.3030815052401149,Iris-versicolor
96,96,5.152500782632145,3.4963314203195606,2.215585159153481,0.9760019177755797,Iris-setosa
97,97,6.71474212224889,2.65683467282954,6.3169391254241845,2.22557782939495,Iris-versicolor
98,98,7.2569835281465895,2.617619530435901,5.780876863137838,2.3963072473659572,Iris-versicolor
99,99,6.787158778688501,3.009493442226657,5.626919858680984,2.4936336530698924,Iris-virginica
100,100,5.78638538671435,2.914125286621249,4.775542892171129,1.1046413555208212,Iris-virginica
101,101,5.7537572163424375,3.0731050423456248,3.3072445581066447,0.3641739380788681,Iris-virginica
102,102,5.242302313734042,3.7966585780083006,1.7607581367333096,0.6551921385988416,Iris-setosa
103,103,5.942935245173841,3.3371453960329704,4.149000868562716,2.184591246992354,Iris-virginica
104,104,6.252593597942926,2.6448053950529378,4.148170155554452,1.812454497442013,Iris-virginica
105,105,7.331550152311795,2.473346059286763,6.536128863178132,2.435071316338164,Iris-versicolor
106,106,6.999600881790939,2.8923757633353686,6.275096755012495,1.8482239479616,Iris-virginica
107,107,5.023662636029107,2.993585816313405,1.4549617291573544,1.7882488167853696,Iris-setosa
108,108,6.413796638153571,2.847729580387017,2.9874699949011143,1.4545231326005852,Iris-versicolor
109,109,5.408767711581685,2.650469854773993,5.447247214094804,1.4441292470374985,Iris-versicolor
110,110,6.170552820831564,3.1030198835988116,4.254726165256722,2.2822115578006246,Iris-virginica
111,111,6.1642216892315025,2.3387581145594005,5.949706905619527,1.2379875082298937,Iris-versicolor
112,112,4.425463632713734,2.768966673159044,1.6604455727984098,0.3454654015138877,Iris-setosa
113,113,5.514015385317907,2.882743263937359,4.320330148668017,1.949363342048749,Iris-versicolor
114,114,6.01121726637541,2.9996678353232515,4.6467250895435335,2.2759445172053128,Iris-virginica
115,115,4.876249136822089,3.211125794716344,1.5217322242465023,0.42718170475797645,Iris-setosa
116,116,6.659246297626469,3.294395021781791,5.904787753085001,1.6461578743082736,Iris-virginica
117,117,4.832797097030367,3.051405805063672,2.0154654105082055,1.2834933013722611,Iris-versicolor
118,118,5.481729740065667,2.9348788215843538,2.991974625363272,1.143359041675298,Iris-virginica
119,119,6.074314502735941,3.8149876154360958,3.0048010638308424,1.613180027244837,Iris-setosa
120,120,6.481655599858312,2.910759456316967,6.621845406746831,1.2255874101174407,Iris-virginica
121,121,5.260672844999583,2.816705296343997,3.0166812572391146,0.12221097045160828,Iris-versicolor
122,122,6.707190736589766,2.9760508466474858,5.978173102278634,1.78120175297911,Iris-versicolor
123,123,5.3133130784682585,3.19394535544288,4.795898702134967,2.2307143533649283,Iris-versicolor
124,124,5.366820928600278,2.8040415949007516,2.58150312040999,0.2660452173036869,Iris-setosa
125,125,5.552342955823657,3.4196129328768095,3.7313967535215955,0.3763813811043084,Iris-setosa
126,126,7.81642584150487,3.0988141405901204,6.761570829204982,1.9139882156292118,Iris-virginica
127,127,7.318222859414254,3.747876001345411,4.17476459458494,0.8714464826043138,Iris-virginica
128,128,4.9125963416073,3.131711499716195,3.1536405577912747,1.6862334457873294,Iris-versicolor
129,129,5.570771311171759,2.8247021448485303,4.01243011234854,1.795485700040323,Iris-virginica
130,130,5.659180788871911,3.2489067288421687,2.6704193262012015,0.33107436787753175,Iris-setosa
131,131,5.172726345795838,2.932063782293001,2.351551641282651,0.607928465581391,Iris-versicolor
132,132,5.083763264392373,3.298128079149773,1.8479759378693705,0.19759143854080435,Iris-setosa
133,133,6.362140217326953,3.195997980864213,4.778626008744972,1.9598867579096704,Iris-virginica
134,134,6.873347604584723,2.9327813969016443,4.740588050125448,1.109648443963165,Iris-versicolor
135,135,5.256303611780365,2.7838030844297905,2.1593005024737972,1.8983365113066544,Iris-versicolor
136,136,7.435026993250901,3.1566567910373746,6.314127054071166,2.4813109432671263,Iris-virginica
137,137,7.365399884772733,3.359854288063645,5.2275398244018625,2.372323857222789,Iris-versicolor
138,138,6.258997025249913,3.2492682841374374,3.499650699057342,1.2717275932431056,Iris-versicolor
139,139,6.023714944579156,2.9546151222861132,5.767221742373659,2.132999263395163,Iris-virginica
140,140,4.8807785754786215,3.2757536431682217,1.7863594690287319,0.14857830179004208,Iris-setosa
141,141,5.4699331789387005,2.6466071046250472,4.438200417065852,0.9547391421877248,Iris-versicolor
142,142,5.895517476913958,2.782859949137763,4.226277633977072,2.078541992163174,Iris-virginica
143,143,4.449014840834563,3.1094757240903794,1.0273969128668463,0.11326165114076797,Iris-setosa
144,144,5.379603631249689,2.687043702175322,4.0630166683694595,2.179113732049839,Iris-versicolor
145,145,6.450906940957396,3.4096451039557456,3.0687711916306144,0.4951052421711797,Iris-setosa
146,146,5.748067260525352,2.3697196746308844,5.178287316100566,1.6658471628631117,Iris-versicolor
147,147,6.288933525258136,3.210371795074382,3.6628491666996497,1.6607235873728,Iris-versicolor
148,148,5.288013687135285,2.680441800009619,4.436029704402143,1.724745997733728,Iris-virginica
149,149,5.586436355418172,3.986421329311288,1.9853305896800484,2.1912268016869736,Iris-setosa
